ID;primäres_Label_viecpro;Adresse;alternatives_label_adress1822;alte_1795_1821;ältere_1770_1795;Hausinhaber;Gassen und Plätze;Grundobrigkeit;Latitude;Longitude;Stadtviertel
1103;;Kammerhof 549;549;590;558;;Kammerhof;Magistrat der Stadt Wien;48.20987443;16.37146565;Kärntnerviertel
1104;;Tuchlauben 559;559;599;573;;Tuchlauben;Magistrat der Stadt Wien;48.21028427;16.37077994;Kärntnerviertel
1105;;Kammerhof 550;550;1318;572;;Kammerhof;Magistrat der Stadt Wien;48.21010017;16.37130779;Kärntnerviertel
1106;;Kammerhof 551;551;591;566;;Kammerhof;Magistrat der Stadt Wien;48.21040481;16.37162023;Kärntnerviertel
1107;;Tuchlauben 436;436;469;254;;Tuchlauben;Magistrat der Stadt Wien;48.21029304;16.37038857;Widmerviertel
1108;;Tuchlauben 439;439;472;260;;Tuchlauben;Magistrat der Stadt Wien;48.21055055;16.37090656;Widmerviertel
1109;;Tuchlauben 557;557;597;571;;Tuchlauben;Magistrat der Stadt Wien;48.21045412;16.37102166;Kärntnerviertel
1110;;Tuchlauben 556;556;596;1343;;Tuchlauben;Magistrat der Stadt Wien;48.21055055;16.3711713;Kärntnerviertel
1111;;Tuchlauben 555;555;595;570;;Tuchlauben;Magistrat der Stadt Wien;48.21063055;16.37129628;Kärntnerviertel
1112;;Tuchlauben 435;435;468;253;;Tuchlauben;Magistrat der Stadt Wien;48.21025359;16.37025208;Widmerviertel
1113;;Ofenlochgasse 431;431;464;252;;Ofenlochgasse;Magistrat der Stadt Wien;48.21022619;16.36994129;Widmerviertel
1114;;Ofenlochgasse 433;433;466;258;;Ofenlochgasse;Magistrat der Stadt Wien;48.21077958;16.37017151;Widmerviertel
1115;;Tuchlauben 441;441;474;262;;Tuchlauben;Magistrat der Stadt Wien;48.21080369;16.37124037;Widmerviertel
1116;;Tuchlauben 442;442;475;263;;Tuchlauben;Magistrat der Stadt Wien;48.21091217;16.37136699;Widmerviertel
1117;;Tuchlauben 443;443;476;264;;Tuchlauben;Magistrat der Stadt Wien;48.21097683;16.3714821;Widmerviertel
1118;;Schultergasse 400;400;433;266;;Schultergasse;Magistrat der Stadt Wien;48.21111709;16.3713785;Widmerviertel
1119;;Jordangasse 401;401;434;267;;Jordangasse;Magistrat der Stadt Wien;48.21121681;16.37116637;Widmerviertel
1120;;Judenplatz 403;403;436;269;;Judenplatz;Magistrat der Stadt Wien;48.21135269;16.37040337;Widmerviertel
1121;;Schultergasse 397;397;430;279;;Schultergasse;"Magistrat der Stadt Wien;Stift Schotten";48.21118065;16.37146401;Widmerviertel
1122;;Schultergasse 396;396;429;278;;Schultergasse;Magistrat der Stadt Wien;48.21122119;16.37137192;Widmerviertel
1123;;Schultergasse 395;395;428;277;;Schultergasse;Magistrat der Stadt Wien;48.21133516;16.37115486;Widmerviertel
1124;;Wipplingerstraße 390;390;"421;422;423;478";282 bis 285;;Wipplingerstraße;"Magistrat der Stadt Wien;Stift Schotten";48.21126502;16.37190635;Widmerviertel
1125;;Wipplingerstraße 391;391;424;286;;Wipplingerstraße;Magistrat der Stadt Wien;48.21134173;16.37173698;Widmerviertel
1126;;Wipplingerstraße 392;392;425;287;;Wipplingerstraße;Magistrat der Stadt Wien;48.21137241;16.37167614;Widmerviertel
1127;;Schulhof 410;410;443;245;;Schulhof;Magistrat der Stadt Wien;48.21135817;16.36976863;Widmerviertel
1128;;Am Hof 412;412;445;240;;Am Hof;Magistrat der Stadt Wien;48.21125516;16.36934766;Widmerviertel
1129;;Am Hof 413;413;446;241;;Am Hof;Magistrat der Stadt Wien;48.21109298;16.36929998;Widmerviertel
1130;;Am Hof 414;414;447;242;;Am Hof;Magistrat der Stadt Wien;48.21096587;16.36942331;Widmerviertel
1131;;Am Hof 418;418;451;237;;Am Hof;Magistrat der Stadt Wien;48.21151158;16.36880172;Widmerviertel
1132;;Am Hof 415;415;448;243;;Am Hof;Magistrat der Stadt Wien;48.21087053;16.36932629;Widmerviertel
1133;;Parisergasse 406;406;439;247;;Parisergasse;Magistrat der Stadt Wien;48.21091437;16.36979823;Widmerviertel
1134;;Parisergasse 407;407;440;248;;Parisergasse;Magistrat der Stadt Wien;48.21082122;16.36968641;Widmerviertel
1135;;Steinlgasse 428;428;461;250;;Steinlgasse;Magistrat der Stadt Wien;48.21060644;16.36944468;Widmerviertel
1136;;Schulhof 408;408;441;249;;Schulhof;Magistrat der Stadt Wien;48.21074561;16.36956144;Widmerviertel
1137;;Am Hof 416;416;449;1365;Meßners-Wohnung der Pfarrkirche am Hof;Am Hof;Magistrat der Stadt Wien;48.21096368;16.3689415;Widmerviertel
1138;;Seitzergasse 422;422;455;231;K. K. Dicaster-Gebäude;Seitzergasse;Magistrat der Stadt Wien;48.21016702;16.36886585;Widmerviertel
1139;;Seitzergasse 423;423;456;232;;Seitzergasse;Magistrat der Stadt Wien;48.21003004;16.3687935;Widmerviertel
1140;;Wipplingerstraße 348;348;378;292;;Wipplingerstraße;Magistrat der Stadt Wien;48.21207591;16.36984427;Widmerviertel
1141;;Wipplingerstraße 349;349;379;293;;Wipplingerstraße;Magistrat der Stadt Wien;48.21222604;16.36958775;Widmerviertel
1142;;Hohe Brücke 353;353;383;386;;Hohe Brücke;Magistrat der Stadt Wien;48.21260079;16.36885105;Widmerviertel
1143;;Tiefer Graben 227;227;234;325;;Tiefer Graben;Magistrat der Stadt Wien;48.21264353;16.36861919;Widmerviertel
1144;;Tiefer Graben 228;228;235;324;;Tiefer Graben;Magistrat der Stadt Wien;48.21252519;16.36844982;Widmerviertel
1145;;Tiefer Graben 229;229;236;323;;Tiefer Graben;Magistrat der Stadt Wien;48.21243752;16.36834293;Widmerviertel
1146;;Tiefer Graben 232;232;239;320;;Tiefer Graben;Magistrat der Stadt Wien;48.21218988;16.36802392;Widmerviertel
1147;;Tiefer Graben 230;230;237;322;;Tiefer Graben;Magistrat der Stadt Wien;48.21235205;16.36823605;Widmerviertel
1148;;Tiefer Graben 234;234;241;318;;Tiefer Graben;Magistrat der Stadt Wien;48.21199154;16.36775588;Widmerviertel
1149;;Tiefer Graben 233;233;240;319;;Tiefer Graben;Magistrat der Stadt Wien;48.2121055;16.36790881;Widmerviertel
1150;;Tiefer Graben 231;231;238;321;;Tiefer Graben;Magistrat der Stadt Wien;48.21228192;16.36813903;Widmerviertel
1151;;Färbergassel 339;339;468;304;;Färbergassel;Magistrat der Stadt Wien;48.21179484;16.36844653;Widmerviertel
1152;;Ledererhof 337;337;366;301;;Ledererhof;Magistrat der Stadt Wien;48.21184525;16.36868497;Widmerviertel
1153;;Am Hof 332;332;360;306;Stadt Wien bürgerliches Zeughaus;Am Hof;Magistrat der Stadt Wien;48.21181786;16.36823605;Widmerviertel
1154;;Am Hof 331;331;359;307;Stadt Wien Unterkammeramt;Am Hof;Magistrat der Stadt Wien;48.21174444;16.3679565;Widmerviertel
1155;;Am Hof 328;328;356;310;;Am Hof;Magistrat der Stadt Wien;48.21143542;16.36725105;Widmerviertel
1156;;Am Hof 323;323;351;315;;Am Hof;Magistrat der Stadt Wien;48.21110997;16.36688599;Widmerviertel
1157;;Färbergassel 336;336;365;302;;Färbergassel;Magistrat der Stadt Wien;48.21161513;16.36857808;Widmerviertel
1158;;Schottengasse 103;103;111;"96;97;98";;Schottengasse;"zum Teil ständisch rustikal, zum Teil Obrigkeit Stift Schotten;teils Stift Schotten allein";48.2121696;16.36398198;Schottenviertel
1159;;Tuchlauben 554;554;594;569;;Tuchlauben;Magistrat der Stadt Wien;48.21070671;16.37139659;Kärntnerviertel
1160;;Tuchlauben 553;553;593;568;Mich. von Zollner'sche Stifthaus;Tuchlauben;Magistrat der Stadt Wien;48.2107878;16.37152321;Kärntnerviertel
1161;;Landskrongasse 552;552;592;567;;Landskrongasse;Magistrat der Stadt Wien;48.21086998;16.3716564;Kärntnerviertel
1162;;Seitenstättengasse 487;487;521;639;;Seitenstättengasse;Magistrat der Stadt Wien;48.21060754;16.37407038;Stubenviertel
1163;;Ballgassel 928;928;984;975;;Ballgassel;Staatsgüter-Administration;48.20637428;16.37333898;Kärntnerviertel
1164;;Spiegelgasse 1096;1096;1162;1122;;Spiegelgasse;Magistrat der Stadt Wien;48.20674466;16.36988271;Widmerviertel
